N,GPU_SIEVE,CPU_SIEVE,CPU_CLASSIC
7730,0.000020,0.000186,0.011530
7740,0.000014,0.000192,0.012094
7750,0.000014,0.000132,0.009713
7760,0.000043,0.000113,0.009717
7770,0.000024,0.000147,0.008958
7780,0.000014,0.000104,0.008325
7790,0.000013,0.000135,0.008305
7800,0.000034,0.000122,0.008157
7810,0.000011,0.000110,0.008968
7820,0.000014,0.000146,0.008620
7830,0.000014,0.000112,0.008162
7840,0.000012,0.000111,0.009000
7850,0.000019,0.000139,0.008893
7860,0.000012,0.000176,0.009007
7870,0.000034,0.000108,0.010029
7880,0.000017,0.000114,0.008110
7890,0.000012,0.000113,0.009115
7900,0.000021,0.000112,0.008356
7910,0.000034,0.000111,0.008944
7920,0.000027,0.000102,0.008727
7930,0.000035,0.000113,0.008569
7940,0.000012,0.000163,0.009688
7950,0.000071,0.000143,0.008659
7960,0.000012,0.000119,0.008224
7970,0.000011,0.000149,0.008356
7980,0.000029,0.000112,0.008887
7990,0.000036,0.000160,0.008701
8000,0.000011,0.000142,0.008422
8010,0.000061,0.000112,0.008913
8020,0.000012,0.000163,0.011194
8030,0.000037,0.000120,0.009294
8040,0.000013,0.000116,0.009763
8050,0.000012,0.000131,0.008737
8060,0.000018,0.000117,0.009514
8070,0.000033,0.000132,0.009562
8080,0.000014,0.000131,0.010031
8090,0.000015,0.000110,0.010204
8100,0.000016,0.000147,0.010062
8110,0.000046,0.000129,0.010383
8120,0.000018,0.000151,0.010112
8130,0.000021,0.000117,0.010931
8140,0.000014,0.000134,0.009934
8150,0.000015,0.000120,0.009744
8160,0.000048,0.000133,0.009826
8170,0.000016,0.000140,0.011324
8180,0.000012,0.000153,0.012701
8190,0.000036,0.000157,0.010579
8200,0.000013,0.000134,0.010846
8210,0.000038,0.000121,0.009403
8220,0.000070,0.000130,0.010111
8230,0.000014,0.000117,0.008617
8240,0.000051,0.000118,0.009973
8250,0.000018,0.000184,0.008729
8260,0.000012,0.000151,0.009501
8270,0.000019,0.000139,0.009529
8280,0.000012,0.000118,0.009022
8290,0.000014,0.000118,0.010167
8300,0.000011,0.000120,0.008983
8310,0.000057,0.000213,0.009171
8320,0.000041,0.000120,0.010139
8330,0.000017,0.000136,0.009754
8340,0.000034,0.000133,0.009173
8350,0.000013,0.000161,0.009203
8360,0.000018,0.000120,0.009379
8370,0.000039,0.000129,0.009824
8380,0.000034,0.000119,0.009151
8390,0.000013,0.000119,0.009566
8400,0.000032,0.000117,0.008968
8410,0.000011,0.000191,0.009278
8420,0.000011,0.000167,0.009412
8430,0.000012,0.000175,0.009394
8440,0.000017,0.000118,0.009341
8450,0.000012,0.000129,0.009911
8460,0.000045,0.000128,0.009274
8470,0.000012,0.000110,0.011917
8480,0.000028,0.000123,0.009598
8490,0.000012,0.000119,0.010852
8500,0.000012,0.000121,0.009333
8510,0.000012,0.000123,0.009608
8520,0.000032,0.000144,0.009732
8530,0.000018,0.000119,0.009314
8540,0.000027,0.000121,0.009677
8550,0.000013,0.000120,0.009599
8560,0.000012,0.000121,0.009345
8570,0.000014,0.000152,0.009354
8580,0.000012,0.000111,0.009492
8590,0.000011,0.000155,0.009716
8600,0.000012,0.000167,0.010525
8610,0.000012,0.000121,0.009760
8620,0.000012,0.000124,0.012405
8630,0.000014,0.000124,0.009351
8640,0.000022,0.000129,0.009089
8650,0.000032,0.000147,0.010680
8660,0.000012,0.000155,0.009403
8670,0.000039,0.000221,0.009574
8680,0.000011,0.000126,0.009718
8690,0.000012,0.000122,0.009743
8700,0.000033,0.000203,0.009497
8710,0.000011,0.000127,0.010932
8720,0.000061,0.000122,0.010157
8730,0.000055,0.000124,0.009494
8740,0.000015,0.000228,0.009647
8750,0.000041,0.000123,0.009801
8760,0.000012,0.000124,0.009767
8770,0.000011,0.000142,0.011351
8780,0.000047,0.000141,0.009987
8790,0.000015,0.000171,0.009731
8800,0.000022,0.000126,0.016821
8810,0.000015,0.000128,0.009806
8820,0.000019,0.000127,0.010562
8830,0.000014,0.000160,0.009942
8840,0.000017,0.000127,0.010057
8850,0.000032,0.000182,0.009770
8860,0.000012,0.000132,0.011656
8870,0.000014,0.000207,0.012032
8880,0.000017,0.000133,0.012877
8890,0.000015,0.000135,0.010180
8900,0.000031,0.000156,0.014973
8910,0.000048,0.000181,0.010147
8920,0.000015,0.000131,0.010272
8930,0.000012,0.000129,0.009738
8940,0.000011,0.000195,0.010479
8950,0.000019,0.000116,0.010398
8960,0.000037,0.000127,0.010168
8970,0.000012,0.000127,0.010007
8980,0.000014,0.000125,0.010991
8990,0.000011,0.000130,0.011416
9000,0.000029,0.000117,0.010778
9010,0.000016,0.000131,0.010188
9020,0.000041,0.000149,0.010725
9030,0.000018,0.000119,0.010518
9040,0.000027,0.000126,0.012072
9050,0.000015,0.000132,0.011327
9060,0.000013,0.000182,0.010545
9070,0.000013,0.000131,0.010697
9080,0.000030,0.000128,0.010325
9090,0.000016,0.000130,0.010894
9100,0.000012,0.000127,0.010229
9110,0.000033,0.000169,0.010973
9120,0.000017,0.000130,0.010553
9130,0.000048,0.000130,0.010382
9140,0.000029,0.000130,0.012151
9150,0.000026,0.000129,0.010582
9160,0.000031,0.000128,0.010269
9170,0.000036,0.000129,0.011233
9180,0.000011,0.000156,0.011981
9190,0.000014,0.000166,0.011436
9200,0.000035,0.000133,0.010461
9210,0.000033,0.000163,0.010369
9220,0.000039,0.000130,0.011258
9230,0.000052,0.000133,0.010976
9240,0.000011,0.000141,0.010662
9250,0.000016,0.000130,0.010719
9260,0.000028,0.000121,0.010727
9270,0.000012,0.000132,0.011455
9280,0.000011,0.000124,0.011050
9290,0.000027,0.000131,0.011131
9300,0.000029,0.000133,0.010505
9310,0.000011,0.000132,0.012906
9320,0.000033,0.000142,0.010564
9330,0.000016,0.000153,0.011120
9340,0.000012,0.000134,0.010842
9350,0.000017,0.000133,0.011056
9360,0.000053,0.000132,0.010739
9370,0.000043,0.000153,0.011407
9380,0.000011,0.000133,0.011237
9390,0.000019,0.000176,0.011019
9400,0.000041,0.000132,0.010983
9410,0.000033,0.000135,0.011061
9420,0.000033,0.000199,0.011178
9430,0.000011,0.000230,0.010851
9440,0.000011,0.000133,0.012983
9450,0.000011,0.000147,0.012107
9460,0.000034,0.000138,0.011488
9470,0.000013,0.000136,0.011677
9480,0.000011,0.000144,0.011336
9490,0.000074,0.000134,0.011603
9500,0.000028,0.000136,0.011419
9510,0.000049,0.000282,0.011164
9520,0.000057,0.000267,0.011112
9530,0.000017,0.000155,0.011115
9540,0.000012,0.000175,0.011474
9550,0.000032,0.000138,0.011195
9560,0.000012,0.000221,0.011019
9570,0.000011,0.000137,0.013237
9580,0.000011,0.000152,0.011762
9590,0.000038,0.000135,0.013343
9600,0.000011,0.000140,0.011877
9610,0.000046,0.000283,0.011413
9620,0.000011,0.000140,0.011070
9630,0.000067,0.000289,0.011989
9640,0.000031,0.000138,0.011097
9650,0.000018,0.000260,0.011454
9660,0.000033,0.000158,0.010970
9670,0.000017,0.000172,0.011538
9680,0.000012,0.000136,0.011701
9690,0.000011,0.000144,0.012005
9700,0.000018,0.000137,0.014120
9710,0.000044,0.000196,0.014196
9720,0.000012,0.000141,0.012114
9730,0.000046,0.000129,0.011511
9740,0.000053,0.000138,0.011276
9750,0.000011,0.000149,0.012103
9760,0.000011,0.000138,0.011669
9770,0.000033,0.000139,0.012933
9780,0.000013,0.000145,0.011769
9790,0.000010,0.000190,0.011490
9800,0.000012,0.000148,0.011662
9810,0.000032,0.000139,0.011648
9820,0.000011,0.000140,0.013043
9830,0.000017,0.000140,0.011587
9840,0.000029,0.000140,0.012528
9850,0.000033,0.000152,0.013111
9860,0.000010,0.000142,0.012440
9870,0.000010,0.000150,0.012011
9880,0.000011,0.000138,0.012107
9890,0.000010,0.000139,0.012153
9900,0.000014,0.000167,0.012348
9910,0.000011,0.000180,0.011786
9920,0.000033,0.000161,0.012054
9930,0.000010,0.000130,0.012065
9940,0.000030,0.000140,0.015232
9950,0.000011,0.000141,0.013480
9960,0.000044,0.000141,0.012144
9970,0.000011,0.000144,0.012967
9980,0.000011,0.000142,0.012168
9990,0.000011,0.000142,0.011997
10000,0.000011,0.000141,0.011983
10010,0.000010,0.000151,0.012406
10020,0.000012,0.000144,0.013087
10030,0.000010,0.000142,0.012503
10040,0.000011,0.000148,0.012095
10050,0.000031,0.000160,0.012371
10060,0.000010,0.000145,0.012166
10070,0.000010,0.000143,0.014515
10080,0.000011,0.000149,0.013365
10090,0.000012,0.000158,0.012554
10100,0.000012,0.000144,0.012585
10110,0.000021,0.000146,0.011836
10120,0.000011,0.000150,0.012736
10130,0.000037,0.000144,0.012736
10140,0.000011,0.000133,0.012159
10150,0.000010,0.000144,0.012078
10160,0.000051,0.000146,0.012613
10170,0.000024,0.000145,0.012597
10180,0.000034,0.000184,0.012250
10190,0.000010,0.000144,0.013270
10200,0.000038,0.000142,0.013958
10210,0.000012,0.000150,0.012156
10220,0.000012,0.000172,0.012179
10230,0.000015,0.000147,0.013113
10240,0.000028,0.000148,0.012044
10250,0.000042,0.000167,0.013024
10260,0.000032,0.000149,0.012944
10270,0.000046,0.000163,0.012087
10280,0.000031,0.000136,0.012198
10290,0.000030,0.000148,0.012168
10300,0.000027,0.000147,0.012364
10310,0.000049,0.000148,0.013547
10320,0.000010,0.000156,0.013330
10330,0.000012,0.000141,0.012835
10340,0.000012,0.000153,0.013566
10350,0.000053,0.000150,0.012198
10360,0.000010,0.000144,0.013580
10370,0.000034,0.000156,0.012537
10380,0.000011,0.000204,0.012573
10390,0.000034,0.000148,0.013022
10400,0.000011,0.000152,0.012079
10410,0.000016,0.000150,0.012231
10420,0.000012,0.000151,0.012285
10430,0.000012,0.000137,0.015212
10440,0.000015,0.000192,0.013091
10450,0.000011,0.000152,0.013274
10460,0.000047,0.000153,0.014737
10470,0.000011,0.000153,0.012660
10480,0.000015,0.000152,0.013368
10490,0.000032,0.000168,0.013415
10500,0.000014,0.000183,0.012446
10510,0.000031,0.000187,0.012572
10520,0.000046,0.000150,0.012309
10530,0.000012,0.000149,0.012528
10540,0.000057,0.000151,0.014365
10550,0.000019,0.000166,0.014128
10560,0.000052,0.000157,0.013345
10570,0.000037,0.000154,0.012967
10580,0.000011,0.000189,0.013015
10590,0.000038,0.000154,0.013263
10600,0.000029,0.000140,0.012916
10610,0.000017,0.000154,0.012994
10620,0.000011,0.000168,0.012763
10630,0.000045,0.000140,0.012702
10640,0.000011,0.000159,0.013554
10650,0.000014,0.000152,0.012748
10660,0.000032,0.000243,0.014135
10670,0.000017,0.000169,0.013714
10680,0.000013,0.000177,0.012444
10690,0.000016,0.000154,0.012704
10700,0.000012,0.000152,0.012842
10710,0.000011,0.000154,0.013881
10720,0.000021,0.000144,0.014065
10730,0.000011,0.000171,0.013113
10740,0.000025,0.000154,0.013875
10750,0.000011,0.000153,0.012778
10760,0.000014,0.000189,0.013332
10770,0.000011,0.000190,0.016012
10780,0.000018,0.000159,0.013238
10790,0.000031,0.000155,0.013422
10800,0.000042,0.000155,0.013425
10810,0.000040,0.000155,0.014218
10820,0.000011,0.000167,0.013723
10830,0.000034,0.000177,0.013298
10840,0.000039,0.000174,0.014152
10850,0.000013,0.000209,0.012899
10860,0.000014,0.000188,0.013410
10870,0.000013,0.000156,0.012869
10880,0.000013,0.000158,0.017294
10890,0.000032,0.000159,0.013388
10900,0.000038,0.000200,0.013315
10910,0.000028,0.000173,0.015541
10920,0.000024,0.000157,0.013234
10930,0.000010,0.000210,0.013661
10940,0.000048,0.000158,0.014214
10950,0.000033,0.000215,0.013691
10960,0.000022,0.000158,0.013710
10970,0.000011,0.000162,0.013117
10980,0.000026,0.000189,0.014155
10990,0.000011,0.000255,0.016255
11000,0.000022,0.000165,0.014203
11010,0.000032,0.000246,0.014229
11020,0.000035,0.000157,0.013348
11030,0.000030,0.000163,0.013515
11040,0.000038,0.000159,0.014163
11050,0.000012,0.000192,0.013325
11060,0.000011,0.000159,0.014637
11070,0.000031,0.000159,0.014168
11080,0.000044,0.000159,0.013715
11090,0.000032,0.000175,0.013682
11100,0.000019,0.000230,0.013845
11110,0.000032,0.000183,0.018197
11120,0.000012,0.000164,0.013929
11130,0.000051,0.000161,0.013784
11140,0.000019,0.000167,0.014140
11150,0.000034,0.000160,0.013524
11160,0.000035,0.000170,0.014026
11170,0.000031,0.000196,0.013398
11180,0.000014,0.000161,0.014363
11190,0.000076,0.000161,0.013587
11200,0.000017,0.000163,0.015589
11210,0.000034,0.000157,0.016142
11220,0.000022,0.000453,0.014921
11230,0.000034,0.000160,0.013977
11240,0.000039,0.000188,0.014625
11250,0.000017,0.000162,0.014303
11260,0.000035,0.000166,0.014835
11270,0.000011,0.000242,0.014596
11280,0.000010,0.000199,0.013835
11290,0.000031,0.000191,0.014559
11300,0.000034,0.000164,0.013730
11310,0.000021,0.000215,0.019634
11320,0.000016,0.000165,0.019916
11330,0.000017,0.000169,0.014489
11340,0.000012,0.000174,0.014361
11350,0.000011,0.000202,0.016430
11360,0.000048,0.000166,0.014796
11370,0.000027,0.000200,0.014232
11380,0.000017,0.000163,0.014910
11390,0.000035,0.000165,0.013891
11400,0.000011,0.000196,0.015001
11410,0.000013,0.000164,0.016495
11420,0.000025,0.000167,0.014793
11430,0.000033,0.000244,0.015101
11440,0.000018,0.000160,0.014284
11450,0.000035,0.000165,0.013902
11460,0.000038,0.000165,0.014750
11470,0.000032,0.000169,0.015230
11480,0.000014,0.000153,0.014834
11490,0.000011,0.000167,0.014467
11500,0.000017,0.000187,0.014724
11510,0.000011,0.000165,0.014917
11520,0.000038,0.000232,0.017207
11530,0.000011,0.000255,0.015490
11540,0.000037,0.000168,0.015637
11550,0.000036,0.000170,0.014244
11560,0.000037,0.000222,0.014465
11570,0.000010,0.000154,0.015083
11580,0.000015,0.000173,0.014563
11590,0.000027,0.000166,0.014768
11600,0.000014,0.000162,0.014788
11610,0.000035,0.000168,0.014211
11620,0.000028,0.000251,0.015064
11630,0.000032,0.000167,0.016735
11640,0.000016,0.000166,0.015451
11650,0.000017,0.000253,0.015213
11660,0.000035,0.000170,0.014856
11670,0.000032,0.000168,0.014850
11680,0.000050,0.000169,0.015999
11690,0.000019,0.000169,0.015032
11700,0.000014,0.000169,0.015330
11710,0.000017,0.000169,0.014884
11720,0.000038,0.000167,0.014733
11730,0.000027,0.000193,0.017129
11740,0.000013,0.000254,0.016545
11750,0.000037,0.000292,0.015610
11760,0.000011,0.000190,0.014695
11770,0.000043,0.000169,0.015809
11780,0.000034,0.000196,0.014629
11790,0.000013,0.000174,0.015440
11800,0.000014,0.000169,0.015035
11810,0.000031,0.000171,0.014513
11820,0.000038,0.000169,0.015061
11830,0.000055,0.000169,0.016945
11840,0.000016,0.000174,0.017953
11850,0.000013,0.000176,0.015158
11860,0.000014,0.000174,0.015437
11870,0.000015,0.000256,0.015401
11880,0.000019,0.000177,0.016477
11890,0.000012,0.000173,0.015537
11900,0.000037,0.000211,0.015216
11910,0.000014,0.000201,0.015103
11920,0.000035,0.000188,0.015705
11930,0.000050,0.000173,0.018257
11940,0.000014,0.000173,0.016959
11950,0.000016,0.000190,0.015756
11960,0.000024,0.000187,0.014998
11970,0.000011,0.000174,0.015430
11980,0.000039,0.000173,0.015572
11990,0.000011,0.000179,0.014980
12000,0.000030,0.000203,0.015837
12010,0.000014,0.000188,0.015155
12020,0.000027,0.000187,0.015439
12030,0.000014,0.000235,0.016710
12040,0.000024,0.000158,0.016365
12050,0.000015,0.000179,0.016772
12060,0.000033,0.000176,0.016201
12070,0.000032,0.000175,0.015784
12080,0.000027,0.000374,0.016063
12090,0.000042,0.000178,0.015609
12100,0.000014,0.000192,0.015714
12110,0.000037,0.000216,0.015817
12120,0.000013,0.000177,0.017911
12130,0.000013,0.000175,0.017477
12140,0.000017,0.000181,0.015769
12150,0.000014,0.000161,0.015783
12160,0.000014,0.000177,0.015716
12170,0.000014,0.000177,0.015236
12180,0.000031,0.000170,0.015778
12190,0.000014,0.000177,0.015801
12200,0.000014,0.000177,0.015445
12210,0.000029,0.000180,0.015297
12220,0.000012,0.000185,0.018364
12230,0.000036,0.000195,0.017540
12240,0.000032,0.000178,0.016304
12250,0.000032,0.000177,0.016280
12260,0.000013,0.000211,0.016337
12270,0.000046,0.000178,0.015885
12280,0.000014,0.000177,0.015777
12290,0.000014,0.000189,0.016108
12300,0.000015,0.000189,0.016007
12310,0.000050,0.000179,0.017467
12320,0.000016,0.000183,0.017332
12330,0.000013,0.000190,0.017337
12340,0.000044,0.000185,0.016121
12350,0.000014,0.000180,0.016227
12360,0.000052,0.000179,0.016341
12370,0.000028,0.000183,0.016066
12380,0.000014,0.000178,0.016225
12390,0.000014,0.000178,0.015732
12400,0.000014,0.000182,0.016386
12410,0.000016,0.000184,0.019629
12420,0.000014,0.000189,0.016980
12430,0.000055,0.000177,0.016254
12440,0.000044,0.000181,0.016616
12450,0.000038,0.000182,0.016117
12460,0.000017,0.000180,0.016596
12470,0.000015,0.000387,0.017544
12480,0.000015,0.000184,0.016407
12490,0.000013,0.000204,0.015878
12500,0.000014,0.000196,0.018415
12510,0.000014,0.000186,0.017974
12520,0.000047,0.000182,0.016714
12530,0.000014,0.000182,0.016443
12540,0.000012,0.000180,0.018255
12550,0.000038,0.000185,0.016689
12560,0.000044,0.000182,0.016544
12570,0.000015,0.000184,0.016637
12580,0.000015,0.000183,0.016709
12590,0.000035,0.000192,0.017421
12600,0.000013,0.000169,0.017839
12610,0.000017,0.000198,0.017109
12620,0.000013,0.000188,0.017079
12630,0.000015,0.000210,0.016303
12640,0.000036,0.000184,0.016908
12650,0.000015,0.000186,0.017508
12660,0.000044,0.000185,0.016162
12670,0.000033,0.000183,0.016679
12680,0.000035,0.000169,0.016510
12690,0.000029,0.000248,0.019310
12700,0.000017,0.000186,0.017604
12710,0.000044,0.000215,0.017031
12720,0.000014,0.000190,0.017009
12730,0.000013,0.000186,0.016334
12740,0.000012,0.000232,0.017294
12750,0.000042,0.000187,0.017201
12760,0.000030,0.000185,0.016521
12770,0.000045,0.000213,0.016741
12780,0.000046,0.000195,0.020579
12790,0.000014,0.000190,0.017081
12800,0.000031,0.000195,0.017311
12810,0.000034,0.000197,0.017264
12820,0.000014,0.000185,0.017252
12830,0.000036,0.000186,0.017404
12840,0.000014,0.000194,0.017934
12850,0.000052,0.000260,0.016944
12860,0.000018,0.000187,0.017441
12870,0.000017,0.000207,0.019250
12880,0.000034,0.000260,0.018077
12890,0.000017,0.000187,0.017952
12900,0.000015,0.000186,0.017424
12910,0.000014,0.000186,0.017603
12920,0.000014,0.000198,0.018166
12930,0.000015,0.000186,0.018615
12940,0.000042,0.000190,0.017103
12950,0.000034,0.000191,0.016780
12960,0.000015,0.000234,0.020323
12970,0.000014,0.000192,0.017788
12980,0.000015,0.000187,0.017245
12990,0.000020,0.000253,0.017663
13000,0.000014,0.000207,0.017515
13010,0.000014,0.000191,0.018270
13020,0.000044,0.000191,0.017389
13030,0.000014,0.000190,0.017232
13040,0.000046,0.000238,0.018121
13050,0.000035,0.000194,0.018949
13060,0.000034,0.000190,0.018043
13070,0.000020,0.000212,0.017220
13080,0.000014,0.000174,0.017791
13090,0.000014,0.000215,0.018145
13100,0.000036,0.000221,0.017435
13110,0.000028,0.000190,0.017522
13120,0.000014,0.000194,0.017914
13130,0.000015,0.000199,0.019075
13140,0.000052,0.000363,0.017506
13150,0.000041,0.000278,0.018663
13160,0.000035,0.000192,0.017805
13170,0.000037,0.000208,0.017734
13180,0.000015,0.000192,0.018518
13190,0.000014,0.000190,0.018012
13200,0.000016,0.000250,0.018291
13210,0.000010,0.000192,0.017332
13220,0.000056,0.000187,0.020921
13230,0.000042,0.000216,0.018835
13240,0.000015,0.000195,0.018333
13250,0.000034,0.000193,0.018018
13260,0.000013,0.000194,0.018108
13270,0.000043,0.000194,0.017643
13280,0.000014,0.000194,0.018905
13290,0.000015,0.000194,0.018228
13300,0.000049,0.000216,0.017354
13310,0.000014,0.000261,0.021448
13320,0.000046,0.000187,0.018365
13330,0.000013,0.000194,0.018389
13340,0.000041,0.000194,0.017789
13350,0.000035,0.000194,0.019405
13360,0.000037,0.000200,0.017992
13370,0.000044,0.000193,0.018221
13380,0.000014,0.000235,0.018003
13390,0.000035,0.000205,0.019390
13400,0.000019,0.000319,0.021017
13410,0.000035,0.000198,0.019055
13420,0.000014,0.000195,0.018240
13430,0.000028,0.000180,0.018003
13440,0.000014,0.000194,0.017808
13450,0.000038,0.000170,0.018394
13460,0.000038,0.000196,0.018097
13470,0.000014,0.000195,0.018270
13480,0.000045,0.000269,0.019951
13490,0.000034,0.000258,0.019916
13500,0.000015,0.000189,0.018675
13510,0.000034,0.000199,0.018661
13520,0.000019,0.000317,0.018993
13530,0.000038,0.000212,0.017905
13540,0.000014,0.000182,0.018660
13550,0.000014,0.000182,0.018505
13560,0.000034,0.000220,0.020560
13570,0.000018,0.000204,0.018230
13580,0.000014,0.000261,0.019126
13590,0.000015,0.000216,0.019028
13600,0.000035,0.000224,0.018317
13610,0.000025,0.000198,0.018395
13620,0.000014,0.000202,0.018825
13630,0.000068,0.000196,0.019498
13640,0.000012,0.000200,0.018896
13650,0.000015,0.000244,0.020354
13660,0.000033,0.000264,0.019498
13670,0.000020,0.000209,0.019046
13680,0.000034,0.000204,0.018998
13690,0.000014,0.000207,0.019208
13700,0.000015,0.000207,0.019126
13710,0.000014,0.000201,0.018925
13720,0.000015,0.000205,0.019407
13730,0.000044,0.000202,0.021694
13740,0.000016,0.000205,0.019543
13750,0.000015,0.000223,0.019327
13760,0.000012,0.000216,0.019109
13770,0.000015,0.000200,0.019451
13780,0.000014,0.000204,0.019738
13790,0.000013,0.000201,0.019083
13800,0.000017,0.000328,0.018495
13810,0.000045,0.000194,0.019123
13820,0.000020,0.000258,0.022618
13830,0.000051,0.000224,0.021314
13840,0.000014,0.000209,0.019363
13850,0.000042,0.000264,0.019629
13860,0.000014,0.000201,0.019647
13870,0.000015,0.000226,0.019223
13880,0.000029,0.000202,0.019406
13890,0.000011,0.000245,0.018774
13900,0.000019,0.000301,0.020190
13910,0.000014,0.000231,0.020177
13920,0.000014,0.000444,0.019140
13930,0.000052,0.000203,0.019408
13940,0.000033,0.000206,0.019110
13950,0.000035,0.000385,0.018795
13960,0.000014,0.000205,0.019563
13970,0.000034,0.000215,0.019849
